cycle,Finca,day,feed,initial_density,initial_population,initial_weight,morning_oxygen,morning_temperature,survival_rate,weight,sgr,fca
Gambirasi Ps 2-2019 Junio 6.xls,Gambirasi,101,6203.501094,14.85574398,1357815,0.2,3.137373737,29.63838384,127.654,20.83,0.206237624,1.6
Gambirasi Ps 20-2017 Agosto 18.xls,Gambirasi,93,3144.329897,18.68041237,2718000,0.2,3.668131868,25.82637363,55.6465,19.5,0.209677419,1.6
Gambirasi Ps 20-2017 Dic 1.xls,Gambirasi,101,2955.32646,15.11984192,2199937,0.2,3.571717172,25.59393939,76.992,19,0.188118812,1.3
Gambirasi Ps 20-2018 Junio 30.xls,Gambirasi,92,2438.14433,13.75465292,2001302,0.2,3.58,27.94333333,57.30102412,24,0.260869565,1.3
Gambirasi Ps 20-2018 Marzo 25.xls,Gambirasi,112,3345.360825,15.30463918,2226825,0.2,3.203603604,28.24144144,83.33,17,0.151785714,1.5
Gambirasi Ps 20-2018 Nov 23.xls,Gambirasi,138,3795.532646,13.6817457,1990694,0.2,3.620588235,25.10518519,63.969,23,0.166666667,1.9
Gambirasi Ps 20-2019 Julio 21.xls,Gambirasi,112,6140.893471,13.96161512,2031415,0.2,3.332727273,28.56306306,98.23,25,0.223214286,1.8
Gambirasi Ps 20-2019 Marzo 26.xls,Gambirasi,114,2721.993127,13.09665979,1905564,0.2,3.245045045,29.05535714,47.373,25,0.219298246,1.8
Gambirasi Ps 3-2017 Mayo 19.xls,Gambirasi,103,3670.745273,17.55283648,1578000,0.2,3.856435644,28.73168317,87.203,16.08,0.156116505,1.5
Gambirasi Ps 3-2017 Sept 25.xls,Gambirasi,109,3734.705228,19.35501669,1740016,0.2,3.765420561,25.52897196,58.348,21,0.19266055,1.6
Gambirasi Ps 3-2018 Abril 17.xls,Gambirasi,71,1782.536151,16.01334816,1439600,0.2,4.145714286,28.89857143,44.12849138,21,0.295774648,1.2
Gambirasi Ps 3-2018 Agosto 3.xls,Gambirasi,102,4254.727475,17.03348165,1531310,0.2,3.298979592,25.24591837,80.345,20,0.196078431,1.6
Gambirasi Ps 3-2018 Dic 23.xls,Gambirasi,136,4824.805339,14.01812013,1260229,0.2,3.184328358,25.50373134,78.7188,24,0.176470588,1.8
Gambirasi Ps 3-2018 Enero 28.xls,Gambirasi,122,4936.040044,23.32354839,2096787,0.2,3.561666667,26.4225,62.036,18,0.147540984,1.9
Gambirasi Ps 3-2019 Abril 30.xls,Gambirasi,113,2961.624027,14.03682981,1261911,0.2,3.480909091,29.44454545,36.12288709,35,0.309734513,1.7
Gambirasi Ps 4-2017 Mayo 13.xls,Gambirasi,98,3399.374348,17.18456726,1648000,0.2,3.256122449,29.04081633,79.213,18,0.183673469,1.4
Gambirasi Ps 4-2017 Sept 5.xls,Gambirasi,104,2987.486966,18.61678832,1785350,0.2,4.157281553,25.61262136,58.00258048,17,0.163461538,1.6
Gambirasi Ps 4-2018 Mayo 13.xls,Gambirasi,110,4882.690302,19.5340146,1873312,0.2,3.201886792,28.99528302,69.942,20.39,0.185363636,1.8
Gambirasi Ps 4-2018 Octubre 13.xls,Gambirasi,142,4687.17414,14.03349322,1345812,0.2,3.780851064,25.28865248,64.106,25.5,0.179577465,2
Gambirasi Ps 4-2019 Febrero 9.xls,Gambirasi,113,4111.05318,14.25876955,1367416,0.2,2.774545455,27.12792793,67.712,25,0.221238938,1.7
Gambirasi Ps 4-2019 Mayo 28.xls,Gambirasi,91,4700.208551,14.45354536,1386095,0.2,3.226966292,29.70898876,102.7757608,22,0.241758242,1.4
Gambirasi Ps 5-2017 Mayo 14.xls,Gambirasi,99,2508.445946,13.11936937,1165000,0.2,3.010204082,28.91836735,72.8072195,19.6,0.197979798,1.3
Gambirasi Ps 5-2017 Sept 5.xls,Gambirasi,104,3209.459459,18.09228604,1606595,0.2,3.823529412,25.51470588,63.34294303,18,0.173076923,1.6
Gambirasi Ps 5-2018 Mayo 7.xls,Gambirasi,106,5475.788288,21.94793919,1948977,0.2,2.977884615,28.99423077,62.037,20,0.188679245,2
Gambirasi Ps 5-2018 Sept 11.xls,Gambirasi,118,3240.427928,16.85369369,1496608,0.2,3.318965517,25.35689655,75,26,0.220338983,1
Gambirasi Ps 5-2019 Enero 20.xls,Gambirasi,129,4023.085586,19.11931306,1697795,0.2,2.9864,26.2232,45.375,29,0.224806202,1.6
Gambirasi Ps 5-2019 Mayo 11.xls,Gambirasi,104,5329.391892,14.96448198,1328846,0.2,2.910784314,29.63921569,86.64,26,0.25,1.6
Gambirasi Ps 6-2017 Mayo 26.xls,Gambirasi,108,6384.345794,19.05373832,1631000,0.2,3.227102804,28.84018692,76.825,17.19,0.159166667,2.5
Gambirasi Ps 6-2017 Sept 19.xls,Gambirasi,105,4115.070093,19.85981308,1700000,0.2,3.470873786,25.61359223,63.83944147,20.2,0.192380952,1.6
Gambirasi Ps 6-2018 Agosto 25.xls,Gambirasi,98,1807.827103,14.9051986,1275885,0.2,4.334020619,25.34948454,34.36373249,24,0.244897959,1.5
Gambirasi Ps 6-2018 Enero 13.xls,Gambirasi,105,4991.238318,22.51656542,1927418,0.2,3.098039216,26.19196078,83.882,16,0.152380952,1.7
Gambirasi Ps 6-2018 Mayo 8.xls,Gambirasi,106,5064.252336,19.17832944,1641665,0.2,3.161320755,28.96886792,78.067,20.5,0.193396226,1.7
Gambirasi Ps 6-2019 Enero 6.xls,Gambirasi,132,5461.448598,14.09488318,1206522,0.2,2.867692308,25.85384615,74.28246682,27.6,0.209090909,1.9
Gambirasi Ps 6-2019 Julio 23.xls,Gambirasi,92,6454.439252,14.31183411,1225093,0.2,3.095652174,27.7673913,117.886,22,0.239130435,1.7
Gambirasi Ps 7-2017 Mayo 20.xls,Gambirasi,102,3188.073394,14.11697248,1231000,0.2,3.326,29.01,80.42423029,19.43,0.190490196,1.4
Gambirasi Ps 7-2017 Sept 18.xls,Gambirasi,105,3434.633028,18.76146789,1636000,0.2,3.470873786,25.61359223,54.12108667,22.19,0.211333333,1.5
Gambirasi Ps 7-2018 Enero 15.xls,Gambirasi,106,4271.788991,22.43307339,1956164,0.2,3.249038462,26.16346154,65.267,17,0.160377358,1.7
Gambirasi Ps 7-2018 Mayo 11.xls,Gambirasi,106,4856.651376,18.30534404,1596226,0.2,3.365714286,29.01714286,79.462,21,0.198113208,1.6
Gambirasi Ps 7-2019 Enero 26.xls,Gambirasi,115,4882.454128,15.78198394,1376189,0.2,2.580869565,26.44173913,69.452,25.5,0.22173913,1.8
Gambirasi Ps 7-2019 Mayo 24.xls,Gambirasi,103,6259.124088,15.42924574,1268284,0.2,3.059223301,29.72524272,86.718,28,0.27184466,1.7
Gambirasi Ps 8-2017 Junio 6.xls,Gambirasi,102,4746.835443,21.44994246,1864000,0.2,3.741,28.93,82.041,16.29,0.159705882,1.7
Gambirasi Ps 8-2017 Octubre 6.xls,Gambirasi,114,4358.457998,18.28982739,1589386,0.2,3.797321429,25.56339286,78.053,20,0.175438596,1.5
Gambirasi Ps 8-2018 Mayo 25.xls,Gambirasi,99,4637.514384,16.77113924,1457412,0.2,3.562244898,29.00102041,83.72461802,20,0.202020202,1.7
Gambirasi Ps 8-2018 Octubre 6.xls,Gambirasi,126,4464.902186,15.26054085,1326141,0.2,3.919354839,25.11532258,85,20.46,0.162380952,1.7
Gambirasi Ps 8-2019 Febrero 23.xls,Gambirasi,133,6386.651323,14.0663061,1222362,0.2,2.762878788,27.16439394,80.569,30,0.22556391,1.9
Gambirasi Ps 8-2019 Junio 24.xls,Gambirasi,97,7612.197929,14.17467204,1231779,0.2,3.265625,28.93229167,118.726,23,0.237113402,2
Gambirasi Ps 9-2017 Junio 16.xls,Gambirasi,102,4855.324074,21.89814815,1892000,0.2,3.82745098,28.9245098,77.24969466,16.15,0.158333333,1.8
Gambirasi Ps 9-2017 Octubre 5.xls,Gambirasi,112,2806.712963,12.26571759,1059758,0.2,4.322727273,25.59454545,64.85107732,20,0.178571429,1.8
Gambirasi Ps 9-2018 Enero 29.xls,Gambirasi,112,4656.828704,20.79143519,1796380,0.2,3.78,26.55818182,69.584,20,0.178571429,1.6
Gambirasi Ps 9-2018 Octubre 3.xls,Gambirasi,134,4351.851852,14.03587963,1212700,0.2,4.090151515,25.30075758,70,24.16,0.180298507,1.8
Gambirasi Ps 9-2019 Enero 25.xls,Gambirasi,113,4320.023148,14.01954861,1211289,0.2,3.095454545,26.54818182,82.344,23,0.203539823,1.6
Gambirasi Ps 9-2019 Mayo 11.xls,Gambirasi,97,5075.231481,14.89012731,1286507,0.2,3.432291667,29.665625,84.246,26,0.268041237,1.6
Goldenshrimp Ps 1-2015 Octubre 2.xls,Goldenshrimp,118,3340,13.10344828,1900000,0.2,4.300892857,25.13392857,71.947,20.28,0.171864407,1.8
Goldenshrimp Ps 1-2016  Julio 6.xls,Goldenshrimp,103,3168.965517,11,1595000,0.2,4.864516129,28.84193548,73.7145,20,0.194174757,2
Goldenshrimp Ps 1-2016 Marzo 16.xls,Goldenshrimp,141,4107.241379,13,1885000,0.2,4.212121212,27.44545455,57.143,25.29,0.179361702,2.2
Goldenshrimp Ps 1-2016 Octubre 4.xls,Goldenshrimp,80,1577.586207,10,1450000,0.55,5.196969697,26.48484848,57.4889653,20,0.25,1.4
Goldenshrimp Ps 1-2017 Enero 2.xls,Goldenshrimp,103,2512.068966,12,1740000,0.2,4.318421053,26.64078947,77.35857036,20.08,0.194951456,1.9
Goldenshrimp Ps 1-2017 Marzo 27.xls,Goldenshrimp,76,3082.758621,12,1740000,0.2,4.967272727,29.63818182,83.417,20.6,0.271052632,1.5
Goldenshrimp Ps 1-2017 Octubre 22.xls,Goldenshrimp,94,3472.413793,12,1740000,0.2,4.242553191,25.85212766,87.053,17.27,0.183723404,1.9
Goldenshrimp Ps 1-2018 Abril 21.xls,Goldenshrimp,87,2760.344828,12.00068966,1740100,0.2,4.540963855,29.25421687,64.181,22.55,0.259195402,1.6
Goldenshrimp Ps 1-2018 Enero 20.xls,Goldenshrimp,85,1253.448276,11,1595000,0.2,4.84691358,26.90740741,38.9012,23.82,0.280235294,1.2
Goldenshrimp Ps 1-2018 Julio 28.xls,Goldenshrimp,93,3129.310345,12,1740000,0.2,4.530337079,26.29662921,87.53,20.05,0.215591398,1.5
Goldenshrimp Ps 1-2019 Abril 20.xls,Goldenshrimp,92,3746.551724,12.71724138,1844000,0.2,3.75,29.61805556,74.71679923,22.5,0.244565217,1.8
Goldenshrimp Ps 1-2019 Enero 8.xls,Goldenshrimp,154,4315.517241,12,1740000,0.2,3.763909774,25.97894737,26.87,28,0.181818182,4.8
Goldenshrimp Ps 10-2016 Enero 11.xls,Goldenshrimp,124,3069.214876,13.01652893,3150000,0.2,3.93,26.09916667,64.935,19.88,0.160322581,1.8
Goldenshrimp Ps 10-2016 Mayo 24.xls,Goldenshrimp,125,4131.198347,12,2904000,0.2,4.099180328,26.68934426,80.511,23.21,0.18568,1.8
Goldenshrimp Ps 10-2017 Abril 16.xls,Goldenshrimp,89,3098.140496,12,2904000,0.2,4.025,29.12941176,88.303,20.78,0.233483146,1.4
Goldenshrimp Ps 10-2017 Julio 28.xls,Goldenshrimp,97,2555.785124,12,2904000,0.2,4.54375,26.70625,73.165,19.5,0.201030928,1.5
Goldenshrimp Ps 10-2018 Junio 17.xls,Goldenshrimp,77,2787.190083,12.39669421,3000000,0.2,3.655263158,27.10657895,88.49170093,19.9,0.258441558,1.3
Goldenshrimp Ps 10-2018 Marzo 21.xls,Goldenshrimp,123,3728.305785,12,2904000,0.14,3.758474576,27.41440678,80.9335,23,0.18699187,1.7
Goldenshrimp Ps 10-2018 Octubre 26.xls,Goldenshrimp,124,3529.958678,13,3146000,0.2,4.241441441,24.36666667,74.579,25.13,0.20266129,1.5
Goldenshrimp Ps 10-2019 Abril 9.xls,Goldenshrimp,125,4121.900826,11.09917355,2686000,0.2,3.17755102,28.33265306,77.08153322,25.5,0.204,1.9
Goldenshrimp Ps 11-2016 Agosto 21.xls,Goldenshrimp,93,2761.363636,11,1210000,0.2,5.227380952,26.53571429,82.0893,19.38,0.208387097,1.6
Goldenshrimp Ps 11-2016 Febrero 10.xls,Goldenshrimp,81,711.3636364,9,990000,1.06,3.968,27.28933333,44.6403766,21.5,0.265432099,0.8
Goldenshrimp Ps 11-2016 Mayo 6.xls,Goldenshrimp,77,2529.545455,10,1100000,0.2,4.121126761,26.64084507,109.8435118,16.13,0.209480519,1.4
Goldenshrimp Ps 11-2016 Nov 16.xls,Goldenshrimp,81,1911.363636,10,1100000,0.33,4.614285714,25.54285714,78.952,18.3,0.225925926,1.3
Goldenshrimp Ps 11-2017 Junio 27.xls,Goldenshrimp,87,3113.545455,12,1320000,0.66,4.103529412,28.32,88.468,17.73,0.203793103,1.7
Goldenshrimp Ps 11-2017 Marzo 15.xls,Goldenshrimp,96,2279.545455,12,1320000,0.2,4.222972973,28.27432432,50.945,22.12,0.230416667,1.7
Goldenshrimp Ps 11-2017 Nov 22.xls,Goldenshrimp,97,2293.181818,10,1100000,0.2,4.256701031,25.19793814,80.795,22,0.226804124,1.3
Goldenshrimp Ps 11-2018 Junio 15.xls,Goldenshrimp,92,2627.272727,10,1100000,0.2,4.135555556,27.54666667,78.70179063,24,0.260869565,1.4
Goldenshrimp Ps 11-2018 Octubre 27.xls,Goldenshrimp,96,4634.090909,13,1430000,0.2,3.886206897,24.62298851,102.1293132,22.02,0.229375,1.6
Goldenshrimp Ps 11-2019 Enero 23.xls,Goldenshrimp,83,1640.909091,11.00140909,1210155,0.2,4.047945205,26.52465753,46.95,28,0.337349398,1.1
Goldenshrimp Ps 11-2019 Mayo 20.xls,Goldenshrimp,105,5663.636364,13.0065,1430715,0.2,3.086904762,28.95238095,94.19432575,22.75,0.216666667,2
Goldenshrimp Ps 12-2016 Febrero 10.xls,Goldenshrimp,154,5016,13.21428571,1850000,0.2,4.216107383,26.98255034,74.859,24.42,0.158571429,2.1
Goldenshrimp Ps 12-2016 Julio 7.xls,Goldenshrimp,121,3495.714286,10,1400000,0.2,4.235135135,28.32909091,81.982,23.68,0.195702479,1.8
Goldenshrimp Ps 12-2016 Octubre 3.xls,Goldenshrimp,80,2242.857143,10,1400000,0.2,4.970588235,25.81617647,104.12,20.02,0.25025,1.1
Goldenshrimp Ps 12-2017 Abril 12.xls,Goldenshrimp,89,2538.392857,12,1680000,0.2,4.417647059,29.22647059,70.666,19.94,0.224044944,1.5
Goldenshrimp Ps 12-2017 Enero 6.xls,Goldenshrimp,85,2417.857143,12,1680000,0.2,4.59625,25.93,68.104,21,0.247058824,1.4
Goldenshrimp Ps 12-2017 Julio 12.xls,Goldenshrimp,83,3376.785714,12,1680000,0.2,4.247560976,27.30365854,99.695,17,0.204819277,1.7
Goldenshrimp Ps 12-2018 Junio 18.xls,Goldenshrimp,90,3046.785714,12,1680000,0.2,4.072727273,27.39318182,85.22727273,20,0.222222222,1.5
Goldenshrimp Ps 12-2018 Marzo 6.xls,Goldenshrimp,113,2318.928571,19.28989286,2700585,0.2,3.760909091,27.09454545,25.078,25.37,0.224513274,1.9
Goldenshrimp Ps 12-2018 Nov 11.xls,Goldenshrimp,115,3385.714286,12.87040714,1801857,0.2,4.190196078,24.61764706,57.35875418,28,0.243478261,1.6
Goldenshrimp Ps 12-2019 Abril 19.xls,Goldenshrimp,143,4950,9.433285714,1320660,0.2,3.669827586,28.20689655,82.25914591,30,0.20979021,2.1
Goldenshrimp Ps 13-2016 Agosto 19.xls,Goldenshrimp,89,3221.428571,11,770000,0.2,4.933333333,26.39506173,89.92,18.25,0.20505618,1.8
Goldenshrimp Ps 13-2016 Febrero 10.xls,Goldenshrimp,124,3366,12.14285714,850000,0.2,4.216239316,27.55641026,81.70188272,19.43,0.156693548,1.7
Goldenshrimp Ps 13-2016 Mayo 8.xls,Goldenshrimp,77,2526,10,700000,0.2,4.143421053,27.50263158,112.0193365,16.88,0.219220779,1.3
Goldenshrimp Ps 13-2016 Nov 17.xls,Goldenshrimp,83,2475,11,770000,0.2,4.660273973,25.45342466,91.08,17.5,0.210843373,1.4
Goldenshrimp Ps 13-2017 Febrero 15.xls,Goldenshrimp,83,2821.428571,12,840000,0.2,4.388888889,27.55694444,74.454,16.84,0.202891566,1.9
Goldenshrimp Ps 13-2017 Julio 28.xls,Goldenshrimp,88,3971.428571,12,840000,0.2,3.92183908,26.66551724,115.596,17.25,0.196022727,1.7
Goldenshrimp Ps 13-2017 Nov 7.xls,Goldenshrimp,83,1982.142857,10.5,735000,0.2,4.058536585,25.38292683,68.742,22.68,0.273253012,1.2
Goldenshrimp Ps 13-2018 Febrero 6.xls,Goldenshrimp,85,3070,10,700000,0.2,3.619240506,26.85822785,91.0626,21,0.247058824,1.6
Goldenshrimp Ps 13-2018 Mayo 2.xls,Goldenshrimp,77,2536.428571,12,840000,0.2,4.176315789,28.76973684,67.503,19.6,0.254545455,1.6
Goldenshrimp Ps 13-2018 Sep 9.xls,Goldenshrimp,120,3046.428571,10.005,700350,0.35,4.379310345,24.94482759,77.658,26.56,0.221333333,1.5
Goldenshrimp Ps 13-2019 Enero 20.xls,Goldenshrimp,124,4303.571429,12.006,840420,0.2,3.804854369,25.89708738,69.87304191,28.64,0.230967742,1.8
Goldenshrimp Ps 13-2019 Mayo 17.xls,Goldenshrimp,106,6253.571429,12.00021429,840015,0.2,3.338823529,29.12235294,98.93059497,23.7,0.223584906,2.2
Goldenshrimp Ps 14-2015 Nov 26.xls,Goldenshrimp,123,4496.583333,12,1440000,0.2,4.223275862,25.68448276,123.8915048,17.85,0.145121951,1.7
Goldenshrimp Ps 14-2016 Agosto 3.xls,Goldenshrimp,101,2507.979167,10,1200000,0.2,4.880851064,27.1712766,79.50164197,18.56,0.183762376,1.7
Goldenshrimp Ps 14-2016 Nov 2.xls,Goldenshrimp,85,2422.916667,10,1200000,0.2,4.361643836,25.53972603,101.392,18.53,0.218,1.3
Goldenshrimp Ps 14-2017 Agosto 9.xls,Goldenshrimp,81,2641.666667,12,1440000,0.25,4.605063291,25.77721519,83.8274,16.99,0.209753086,1.5
Goldenshrimp Ps 14-2017 Febrero 13.xls,Goldenshrimp,97,3314.583333,10,1200000,0.2,4.248275862,27.16781609,107.323,18,0.18556701,1.7
Goldenshrimp Ps 14-2017 Mayo 13.xls,Goldenshrimp,77,2775,10,1200000,0.2,3.891780822,29.62328767,100.855,17.86,0.231948052,1.5
Goldenshrimp Ps 14-2018 Marzo 4.xls,Goldenshrimp,94,1698.333333,10,1200000,0.2,3.72,27.67444444,55.55,26.8,0.285106383,1.1
Goldenshrimp Ps 14-2018 Mayo 30.xls,Goldenshrimp,77,2985.833333,11,1320000,0.2,3.768421053,28.17763158,77.511,21.8,0.283116883,1.6
Goldenshrimp Ps 14-2019 Abril 9.xls,Goldenshrimp,132,5987.5,11.0055,1320660,0.2,3.28,28.22857143,93.135,26.7,0.202272727,2.2
Goldenshrimp Ps 15-2015 Agosto 5.xls,Goldenshrimp,141,5053.125,12.5,500000,0.2,4.047826087,26.52028986,79.75060496,24.59,0.174397163,2.1
Goldenshrimp Ps 15-2016 Enero 22.xls,Goldenshrimp,149,7399,12,480000,0.2,4.211564626,25.41020408,102.387,20.84,0.139865772,2.9
Goldenshrimp Ps 15-2017 Agosto 12.xls,Goldenshrimp,82,2824.596774,12,1488000,0.2,4.58625,25.5775,78.259,16.96,0.206829268,1.8
Goldenshrimp Ps 15-2017 Mayo 9.xls,Goldenshrimp,74,2548.387097,12,1488000,0.2,3.763768116,29.62173913,91.964,15.18,0.205135135,1.5
Goldenshrimp Ps 15-2018 Junio 5.xls,Goldenshrimp,84,3288.306452,11,1364000,0.2,3.695180723,27.97831325,97.43,20.15,0.239880952,1.6
Goldenshrimp Ps 15-2018 Marzo 2.xls,Goldenshrimp,78,1762.096774,10,1240000,0.2,3.805405405,28.02027027,54.771,27,0.346153846,1.2
Goldenshrimp Ps 15-2018 Octubre 27.xls,Goldenshrimp,135,2887.096774,13,1612000,0.2,4.507377049,24.59918033,48.969,27.49,0.20362963,1.7
Goldenshrimp Ps 15-2019 Marzo 26.xls,Goldenshrimp,142,5199.596774,12.12989516,1504107,0.2,3.33826087,27.62434783,51.10389872,33.84,0.238309859,2.5
Goldenshrimp Ps 16-2017 Junio 22.xls,Goldenshrimp,77,2844.642857,12,1680000,0.2,4.216216216,28.19189189,71.827,16,0.207792208,2.1
Goldenshrimp Ps 16-2017 Marzo 27.xls,Goldenshrimp,89,3458.928571,12,1680000,0.2,4.162318841,28.80869565,91.3895,18,0.202247191,1.8
Goldenshrimp Ps 16-2017 Nov 7.xls,Goldenshrimp,118,3383.928571,12,1680000,0.2,4.342241379,25.28189655,68.1883,23,0.194915254,1.8
Goldenshrimp Ps 16-2018 Junio 15.xls,Goldenshrimp,93,3407.142857,10,1400000,0.2,4.112087912,27.78241758,96.919,22.5,0.241935484,1.6
Goldenshrimp Ps 16-2018 Marzo 6.xls,Goldenshrimp,82,2680.357143,10,1400000,0.2,3.655696203,27.9164557,80.57,19,0.231707317,1.8
Goldenshrimp Ps 16-2018 Octubre 26.xls,Goldenshrimp,125,3389.285714,13.006,1820840,0.2,4.6125,24.70625,79.175,23.54,0.18832,1.4
Goldenshrimp Ps 17 2017 Abril 15.xls,Goldenshrimp,127,3562.5,10,300000,0.2,4.55257732,28.52718447,70.6589,23.48,0.18488189,2.2
Goldenshrimp Ps 17-2017 Julio 21.xls,Goldenshrimp,92,2425,12.53333333,376000,0.2,4.865555556,26.99,54.931,18.42,0.200217391,1.9
Goldenshrimp Ps 18-2017 Junio 21.xls,Goldenshrimp,88,3214.285714,11,1925000,0.33,3.951136364,28.25909091,88.805,18.09,0.205568182,1.8
Goldenshrimp Ps 18-2017 Marzo 12.xls,Goldenshrimp,74,1528.571429,10,1750000,0.2,4.662962963,28.42777778,70.09,18.42,0.248918919,1.2
Goldenshrimp Ps 18-2017 Octubre 8.xls,Goldenshrimp,123,2245.714286,12,2100000,0.14,4.346721311,24.94672131,51.007,27,0.219512195,1.5
Goldenshrimp Ps 18-2018 Dic 22.xls,Goldenshrimp,96,2065.714286,12.03794286,2106640,0.2,4.178205128,25.07653846,42.85,32,0.333333333,1.3
Goldenshrimp Ps 18-2018 Febrero 2.xls,Goldenshrimp,81,1985.714286,12,2100000,0.2,3.363636364,27.77272727,70.06,19.5,0.240740741,1.2
Goldenshrimp Ps 18-2018 Mayo 19.xls,Goldenshrimp,93,2368.571429,11.5,2012500,0.2,4.133333333,28.34301075,66.0262,21,0.225806452,1.5
Goldenshrimp Ps 18-2018 Sept 11.xls,Goldenshrimp,108,2560,10,1750000,1,4.649038462,24.47980769,73.482,27,0.25,1.3
Goldenshrimp Ps 18-2019 Abril 20.xls,Goldenshrimp,106,4568.571429,11.0682,1936935,0.2,3.681395349,28.8244186,92.109,24.3,0.229245283,1.8
Goldenshrimp Ps 19 2017 Dic 7.xls,Goldenshrimp,135,4746.753247,12.33766234,1900000,0.2,3.794776119,24.83880597,76.501,28.35,0.21,1.8
Goldenshrimp Ps 19 2017 Julio 10.xls,Goldenshrimp,81,2849.025974,12,1848000,0.2,4.25625,27.295,92.624,16.2,0.2,1.6
Goldenshrimp Ps 19-2018 Marzo 5.xls,Goldenshrimp,82,2146.103896,12,1848000,0.2,4.08125,28.1015625,56.086,23,0.280487805,1.4
Goldenshrimp Ps 19-2018 Mayo 30.xls,Goldenshrimp,79,2667.207792,12,1848000,0.2,3.893670886,28.05443038,72.7,22.12,0.28,1.4
Goldenshrimp Ps 19-2018 Octubre 30.xls,Goldenshrimp,148,4870.12987,12.48111039,1922091,0.2,3.999242424,24.41439394,65.49,30.5,0.206081081,2
Goldenshrimp Ps 19-2019 Marzo 10.xls,Goldenshrimp,116,3521.103896,12.006,1848924,0.2,4.008333333,27.375,57.63298609,31.92,0.275172414,1.6
Goldenshrimp Ps 2-2016 Dic 18.xls,Goldenshrimp,88,2871.428571,12,1680000,0.2,4.360240964,26.11927711,85.868,19,0.215909091,1.5
Goldenshrimp Ps 2-2016 Mayo 8.xls,Goldenshrimp,108,3833.928571,12,1680000,0.2,4.844897959,29.57755102,86.586,22.24,0.205925926,1.7
Goldenshrimp Ps 2-2016 Sept 6.xls,Goldenshrimp,111,2680.357143,11,1540000,0.2,3.959459459,25.69279279,69.251,23.3,0.20990991,1.5
Goldenshrimp Ps 2-2017 Junio 25.xls,Goldenshrimp,87,3900,12,1680000,0.2,4.187209302,28.64302326,103.18,17.5,0.201149425,1.8
Goldenshrimp Ps 2-2017 Sept 8.xls,Goldenshrimp,72,783.9285714,7,980000,0.2,5.618571429,25.41714286,52.68,22,0.305555556,1
Goldenshrimp Ps 2-2018 Abril 18.xls,Goldenshrimp,98,2003.571429,15.96528571,2235140,0.2,4.857291667,29.27635417,36.7622,26,0.265306122,1.3
Goldenshrimp Ps 2-2018 Dic 26.xls,Goldenshrimp,141,4637.5,14,1960000,0.2,4.056666667,25.4075,58.73590695,26,0.184397163,2.2
Goldenshrimp Ps 2-2018 Enero 6.xls,Goldenshrimp,106,4121.428571,11,1540000,0.16,3.556862745,26.06078431,109.762,21,0.198113208,1.6
Goldenshrimp Ps 2-2018 Julio 30.xls,Goldenshrimp,95,3164.285714,13,1820000,0.2,4.176923077,26.13406593,89.384,19,0.2,1.4
Goldenshrimp Ps 2-2019 Abril 21.xls,Goldenshrimp,107,4139.285714,10.01964286,1402750,0.2,4.204651163,29.40930233,91.39190875,25,0.23364486,1.8
Goldenshrimp Ps 20-2017 Junio 12.xls,Goldenshrimp,95,3865.789474,12,2280000,0.2,3.837634409,28.82473118,97.884,17.8,0.187368421,1.9
Goldenshrimp Ps 20-2017 Marzo 2.xls,Goldenshrimp,95,2985.526316,12,2280000,0.2,4.0125,27.61666667,86.5884,19.4,0.204210526,1.5
Goldenshrimp Ps 20-2017 Octubre 8.xls,Goldenshrimp,106,2321.052632,12,2280000,0.2,4.682692308,25.03653846,52.018,22.84,0.215471698,1.6
Goldenshrimp Ps 20-2018 Agosto 29.xls,Goldenshrimp,113,2396.052632,13.69473684,2602000,0.2,4.754205607,24.91214953,53.944,25.8,0.228318584,1.3
Goldenshrimp Ps 20-2018 Febrero 4.xls,Goldenshrimp,114,3289.473684,10.2,1938000,0.2,3.665454545,26.18709091,84.001,24,0.210526316,1.6
Goldenshrimp Ps 20-2018-Mayo 3.xls,Goldenshrimp,82,2401.315789,12,2280000,0.33,3.827160494,28.50617284,72.069,20,0.243902439,1.4
Goldenshrimp Ps 20-2019 Enero 9.xls,Goldenshrimp,120,3468.421053,13.55368421,2575200,0.2,3.556565657,25.54949495,52.93346037,27.61,0.230083333,1.8
Goldenshrimp Ps 20-2019 Mayo 13.xls,Goldenshrimp,93,3828.947368,10.45035789,1985568,0.5,2.804054054,29.18243243,97.5525,24.03,0.258387097,1.6
Goldenshrimp Ps 21-2017 Agosto 24.xls,Goldenshrimp,96,3392.361111,12,1728000,0.25,4.422580645,25.58064516,95.567,18.07,0.188229167,1.6
Goldenshrimp Ps 21-2017 Dic 21.xls,Goldenshrimp,111,2248.263889,12,1728000,0.2,4.304587156,25.41009174,63.817,23,0.207207207,1.3
Goldenshrimp Ps 21-2017 Febrero 13.xls,Goldenshrimp,107,2986.111111,12,1728000,0.2,4.157291667,26.81770833,81.551,19.92,0.186168224,1.5
Goldenshrimp Ps 21-2017 Mayo 11.xls,Goldenshrimp,77,3137.152778,12,1728000,0.2,4.246478873,29.51408451,117.3388,15.12,0.196363636,1.5
Goldenshrimp Ps 21-2018 Abril 20.xls,Goldenshrimp,114,3407.986111,11,1584000,0.2,3.966071429,28.34107143,70.341,26.15,0.229385965,1.7
